|set_ru_names|ru_names_town_list
689|М.О. П Шишкин Лес Подольский Р-Н|['Тишкин', 'Подольский']
690|Дербент|['Дербент']
691| Мурсалимкино|['Мурсалимкино']
692|Балашиха И Реутов|['Балашиха', 'Реутов']
693|Дюртюли|['Дюртюли']
694|Щелково М.О.|['Щелково']
695|Башкортостан Байгускарово|['Башкортостан', 'Байгускарово']
696|Кодинск |['Кодинск']
697|Ухта |['Ухта']
698|Гагарин Москва|['Гагарин', 'Москва']
699|Лермонтов|['Лермонтов']
700|Санкт-Петербург Екатеринбург |['Санкт-Петербург', 'Екатеринбург']
701|Киров Калужский|['Киров', 'Ветлужский']
702|Таруса|['Таруса']
703| Г. Могоча |['Могоча']
704|Бердск|['Бердск']
705|Курган |['Курган']
706|Пгт Малаховка|['Малаховка']
707|Мегион|['Мегион']
708|Москва Углич|['Москва', 'Углич']
709|Тюмень Якутия|['Тюмень']
710|Пугачев|['Пугачев']
711|Сорочинск|['Сорочинск']
712|Чегдомын |['Чегдомын']
713|Жуковский Мо|['Жуковский']
714| Лобня|['Лобня']
715|Пурпе|['Пурпе']
716|По Ермолино|['По', 'Ермолино']
717|Мордовия|[]
718|Холм-Жирковский|['Холм-Жирковский']
719| П.Линево|['Линево']
720|Москва Строгино|['Москва', 'Строгино']
721|Новоалександровск|['Новоалександровск']
722|Сухаревская|['Жихаревская']
723|Пак Черкизово|['Пак', 'Черкизово']
724| Апатиты |['Апатиты']
725|Владимир Москва |['Владимир', 'Москва']
726|Ревда|['Ревда']
727|Рязань Воронеж|['Рязань', 'Воронеж']
728|Покровск Саха Якутия|['Покровск', 'Саха']
729|Ростовский Филиал|['Ростовский', 'Филиал']
730|Нефтеюганск.|['Нефтеюганск']
731|Тюмень Ставрополь|['Тюмень', 'Ставрополь']
732|Исетское|['Исетское']
733|Михайловка |['Михайловка']
734|Украина П.Новотроицкое|['Окраина', 'Новотроицкое']
735|Усть - Илимск|['Усть-Илимск']
736|Мо Троицк|['Троицк']
737|Павловская|['Павловская']
738|Луга|['Луга']
739|Сосновка |['Сосновка']
740|Выборг |['Выборг']
741| Г. Каменск Шахтинский|['Каменск-Шахтинский']
742|Чагода|['Чагода']
743|С.Непецино Москва|['Непецино', 'Москва']
744| Грачевка|['Грачевка']
745|Рыбное |['Рыбное']
746|Тольятти - Набережные Челны|['Челны']
747|Пролетарск|['Пролетарск']
748|Сосногорск|['Сосногорск']
749|Ст.-Петербург|['Санкт-Петербург']
750|Черногорск Абакан|['Черногорск', 'Абакан']
751|По Шишкин Лес|['По', 'Шишкин Лес']
752|Туапсе |['Туапсе']
753|Кострома|['Кострома']
754|Отрадный|['Отрадный']
755|Г Ясный|['Ясный']
756|Архангельск Москва|['Архангельск', 'Москва']
757|Челябинска|['Челябинск']
758|Тольятти Самарское |['Тольятти', 'Самарское']
759|Непонятно|[]
760|Гор. Северск|['Гор', 'Северск']
761|Станица Кущевская |['Старая Станица', 'Кущевская']
762|Стародуб|['Стародуб']
763|Таиланд Пхукет|[]
764| Котельники|['Котельники']
765|Зеленоград Корп|['Зеленоград']
766|Селятино|['Селятино']
767|Железнодорожный Реутов|['Железнодорожный', 'Реутов']
768|Боровский|['Боровский']
769|С.Петербург Москва|['Санкт-Петербург', 'Москва']
770|Новороссийск Ростов-На-Дону|['Новороссийск', 'Ростов-на-Дону']
771|Клин |['Клин']
772|Большие Кайбицы|['Большие Кайбицы']
773|Малоярославец|['Малоярославец']
774|Зубарево|['Зубарево']
775|Прохладный Нальчик|['Прохладный', 'Нальчик']
776|Ржев Митьково Ржев|['Ржев', 'Митьково', 'Ржев']
777|Минск Беларусь|['Минск']
778|Лахденпохья|['Лахденпохья']
779|Тула Москва|['Тула', 'Москва']
780|Михайловка Волгоград |['Михайловка', 'Волгоград']
781|Озерск Чел.|['Озерск']
782|Громово|['Громово']
783|Белоярский|['Белоярский']
784|Королев Москва|['Королев', 'Москва']
785|Мо Раменское|['Раменское']
786| Шипуново Барнаул|['Шипуново', 'Барнаул']
787|Братск И Москва|['Братск', 'Москва']
788|Бородино|['Бородино']
789|Мурманск Санкт-Петербург|['Мурманск', 'Санкт-Петербург']
790|Комсомольск-На-Амуре |['Комсомольск-на-Амуре']
791|Санкт-Петербург Хабаровск|['Санкт-Петербург', 'Хабаровск']
792|Весьегонск|['Весьегонск']
793| Верхний Уфалей|['Верхний Уфалей', 'Балей']
794|Валдай|['Валдай']
795|Ладожская Станица Усть-|['Ладожская', 'Старая Станица', 'Усть-Нем']
796|Серов Екатеринбург|['Серов', 'Екатеринбург']
797|Канск |['Канск']
798|Не Важно Это Болезнь Системы В Целом Новосибирск|['Новосибирск']
799|Сургут Хмао |['Сургут']
800|Комсомольск-На Амуре|['Комсомольск-на-Амуре']
801|П. Нарышкино|['Нарышкино']
802|Волгодонск Москва|['Волгодонск', 'Москва']
803|Канаш|['Канаш']
